filename,label,fullpath,dataset
ahhdprhoww.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/ahhdprhoww.mp4,Kaggle-dfdc
ahqqqilsxt.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/ahqqqilsxt.mp4,Kaggle-dfdc
aijlttdlrj.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aijlttdlrj.mp4,Kaggle-dfdc
aimzesksew.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/aimzesksew.mp4,Kaggle-dfdc
aipfdnwpoo.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aipfdnwpoo.mp4,Kaggle-dfdc
aiuimrebtg.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/aiuimrebtg.mp4,Kaggle-dfdc
ajeegjgyzk.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/ajeegjgyzk.mp4,Kaggle-dfdc
ajmuljcfkb.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/ajmuljcfkb.mp4,Kaggle-dfdc
ajqmtwoocc.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/ajqmtwoocc.mp4,Kaggle-dfdc
ajqslcypsw.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/ajqslcypsw.mp4,Kaggle-dfdc
ajwpjhrbcv.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/ajwpjhrbcv.mp4,Kaggle-dfdc
akfjqoantp.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/akfjqoantp.mp4,Kaggle-dfdc
aklqzsddfl.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aklqzsddfl.mp4,Kaggle-dfdc
aknbdpmgua.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aknbdpmgua.mp4,Kaggle-dfdc
aknmpoonls.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aknmpoonls.mp4,Kaggle-dfdc
akpfvadijp.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/akpfvadijp.mp4,Kaggle-dfdc
akpuczgfpk.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/akpuczgfpk.mp4,Kaggle-dfdc
akvmwkdyuv.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/akvmwkdyuv.mp4,Kaggle-dfdc
akxoopqjqz.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/akxoopqjqz.mp4,Kaggle-dfdc
akzbnazxtz.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/akzbnazxtz.mp4,Kaggle-dfdc
aladcziidp.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aladcziidp.mp4,Kaggle-dfdc
alaijyygdv.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/alaijyygdv.mp4,Kaggle-dfdc
alfidaevix.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/alfidaevix.mp4,Kaggle-dfdc
alhqaurncj.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/alhqaurncj.mp4,Kaggle-dfdc
alidfjtwvg.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/alidfjtwvg.mp4,Kaggle-dfdc
alkomvbvah.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/alkomvbvah.mp4,Kaggle-dfdc
alninxcyhg.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/alninxcyhg.mp4,Kaggle-dfdc
alnkzqihau.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/alnkzqihau.mp4,Kaggle-dfdc
alpkghdgrv.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/alpkghdgrv.mp4,Kaggle-dfdc
alqiqhnrza.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/alqiqhnrza.mp4,Kaggle-dfdc
alrtntfxtd.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/alrtntfxtd.mp4,Kaggle-dfdc
altziddtxi.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/altziddtxi.mp4,Kaggle-dfdc
alvgwypubw.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/alvgwypubw.mp4,Kaggle-dfdc
alxffdisev.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/alxffdisev.mp4,Kaggle-dfdc
amaivqofda.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/amaivqofda.mp4,Kaggle-dfdc
ambabjrwbt.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/ambabjrwbt.mp4,Kaggle-dfdc
amczvybpav.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/amczvybpav.mp4,Kaggle-dfdc
amluexcfvi.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/amluexcfvi.mp4,Kaggle-dfdc
amowujxmzc.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/amowujxmzc.mp4,Kaggle-dfdc
amwjdtnprx.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/amwjdtnprx.mp4,Kaggle-dfdc
anbswjhddl.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/anbswjhddl.mp4,Kaggle-dfdc
andaxzscny.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/andaxzscny.mp4,Kaggle-dfdc
aneclqfpbt.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aneclqfpbt.mp4,Kaggle-dfdc
anklylpjpm.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/anklylpjpm.mp4,Kaggle-dfdc
anmzhupzpa.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/anmzhupzpa.mp4,Kaggle-dfdc
anorupqpeo.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/anorupqpeo.mp4,Kaggle-dfdc
anpuvshzoo.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/anpuvshzoo.mp4,Kaggle-dfdc
ansbtntiqu.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/ansbtntiqu.mp4,Kaggle-dfdc
aoclawrydd.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aoclawrydd.mp4,Kaggle-dfdc
aokxvqadsx.mp4,REAL,../datasets/Kaggle-dfdc/dfdc_train_part_1/aokxvqadsx.mp4,Kaggle-dfdc
aomqqjipcp.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aomqqjipcp.mp4,Kaggle-dfdc
aorjvbyxhw.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aorjvbyxhw.mp4,Kaggle-dfdc
aosnzkbllm.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aosnzkbllm.mp4,Kaggle-dfdc
aoydktojny.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/aoydktojny.mp4,Kaggle-dfdc
apatcsqejh.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/apatcsqejh.mp4,Kaggle-dfdc
apedduehoy.mp4,REAL,../datasets/Kaggle-dfdc/dfdc_train_part_0/apedduehoy.mp4,Kaggle-dfdc
apgjqzkoma.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/apgjqzkoma.mp4,Kaggle-dfdc
apmzxocjio.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/apmzxocjio.mp4,Kaggle-dfdc
apogckdfrz.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/apogckdfrz.mp4,Kaggle-dfdc
apvzjkvnwn.mp4,REAL,../datasets/Kaggle-dfdc/dfdc_train_part_0/apvzjkvnwn.mp4,Kaggle-dfdc
apzckowxpy.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/apzckowxpy.mp4,Kaggle-dfdc
aqdbtqggew.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aqdbtqggew.mp4,Kaggle-dfdc
aqejlaudtq.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aqejlaudtq.mp4,Kaggle-dfdc
aqpnvjhuzw.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aqpnvjhuzw.mp4,Kaggle-dfdc
aqrodorsgz.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aqrodorsgz.mp4,Kaggle-dfdc
aqrsylrzgi.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aqrsylrzgi.mp4,Kaggle-dfdc
ardmfelhgw.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/ardmfelhgw.mp4,Kaggle-dfdc
arkroixhey.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/arkroixhey.mp4,Kaggle-dfdc
arkwqyuthh.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/arkwqyuthh.mp4,Kaggle-dfdc
arlmiizoob.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/arlmiizoob.mp4,Kaggle-dfdc
arrhsnjqku.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/arrhsnjqku.mp4,Kaggle-dfdc
arvqhnzltg.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/arvqhnzltg.mp4,Kaggle-dfdc
arwyjgnvlp.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/arwyjgnvlp.mp4,Kaggle-dfdc
asaxgevnnp.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/asaxgevnnp.mp4,Kaggle-dfdc
asdpeebotb.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/asdpeebotb.mp4,Kaggle-dfdc
asdzplbhnm.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/asdzplbhnm.mp4,Kaggle-dfdc
aslsvlvpth.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aslsvlvpth.mp4,Kaggle-dfdc
asmpfjfzif.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/asmpfjfzif.mp4,Kaggle-dfdc
asnpsowhyj.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/asnpsowhyj.mp4,Kaggle-dfdc
assnxglavo.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/assnxglavo.mp4,Kaggle-dfdc
asvcrfdpnq.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/asvcrfdpnq.mp4,Kaggle-dfdc
asweglrfni.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/asweglrfni.mp4,Kaggle-dfdc
asxhhsants.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/asxhhsants.mp4,Kaggle-dfdc
atisizneup.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/atisizneup.mp4,Kaggle-dfdc
atkdltyyen.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/atkdltyyen.mp4,Kaggle-dfdc
atpngxfnhr.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/atpngxfnhr.mp4,Kaggle-dfdc
atrmrdhzrk.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/atrmrdhzrk.mp4,Kaggle-dfdc
atrteuctxr.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/atrteuctxr.mp4,Kaggle-dfdc
atuvrbyqor.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/atuvrbyqor.mp4,Kaggle-dfdc
atvmxvwyns.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/atvmxvwyns.mp4,Kaggle-dfdc
atxvxouljq.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/atxvxouljq.mp4,Kaggle-dfdc
atyntldecu.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/atyntldecu.mp4,Kaggle-dfdc
atzdznmder.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/atzdznmder.mp4,Kaggle-dfdc
atzwrsivnb.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/atzwrsivnb.mp4,Kaggle-dfdc
aufmsmnoye.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/aufmsmnoye.mp4,Kaggle-dfdc
augowetyej.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/augowetyej.mp4,Kaggle-dfdc
augtsuxpzc.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/augtsuxpzc.mp4,Kaggle-dfdc
augwyjvlqa.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/augwyjvlqa.mp4,Kaggle-dfdc
aunqfjmfqp.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/aunqfjmfqp.mp4,Kaggle-dfdc
auquqlmsts.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/auquqlmsts.mp4,Kaggle-dfdc
avcccznrft.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/avcccznrft.mp4,Kaggle-dfdc
avfhsplmya.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/avfhsplmya.mp4,Kaggle-dfdc
avfitoutyn.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avfitoutyn.mp4,Kaggle-dfdc
avgiuextiz.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avgiuextiz.mp4,Kaggle-dfdc
avhnnjtuqw.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/avhnnjtuqw.mp4,Kaggle-dfdc
avibnnhwhp.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avibnnhwhp.mp4,Kaggle-dfdc
avjwhrqbwl.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/avjwhrqbwl.mp4,Kaggle-dfdc
avlmlshqjh.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/avlmlshqjh.mp4,Kaggle-dfdc
avmjormvsx.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/avmjormvsx.mp4,Kaggle-dfdc
avnqydkqjj.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avnqydkqjj.mp4,Kaggle-dfdc
avoqheikrk.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/avoqheikrk.mp4,Kaggle-dfdc
avssvvsdhz.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avssvvsdhz.mp4,Kaggle-dfdc
avtycwsgyb.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avtycwsgyb.mp4,Kaggle-dfdc
avvdgsennp.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avvdgsennp.mp4,Kaggle-dfdc
avywawptfc.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/avywawptfc.mp4,Kaggle-dfdc
avznxuwvbx.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/avznxuwvbx.mp4,Kaggle-dfdc
awfddrmdst.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/awfddrmdst.mp4,Kaggle-dfdc
awfjdqqygu.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/awfjdqqygu.mp4,Kaggle-dfdc
awhmfnnjih.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/awhmfnnjih.mp4,Kaggle-dfdc
awigxxbbpb.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/awigxxbbpb.mp4,Kaggle-dfdc
awjywmwplp.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/awjywmwplp.mp4,Kaggle-dfdc
awnfpubqmo.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/awnfpubqmo.mp4,Kaggle-dfdc
awnhnhbbxm.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/awnhnhbbxm.mp4,Kaggle-dfdc
awnwkrqibf.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/awnwkrqibf.mp4,Kaggle-dfdc
awukslzjra.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/awukslzjra.mp4,Kaggle-dfdc
axbvoepbdc.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/axbvoepbdc.mp4,Kaggle-dfdc
axczxisdtb.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/axczxisdtb.mp4,Kaggle-dfdc
axefxbvfyn.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/axefxbvfyn.mp4,Kaggle-dfdc
axfhbpkdlc.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/axfhbpkdlc.mp4,Kaggle-dfdc
axgkbpxjvr.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/axgkbpxjvr.mp4,Kaggle-dfdc
axjbcvrvje.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/axjbcvrvje.mp4,Kaggle-dfdc
axntxmycwd.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/axntxmycwd.mp4,Kaggle-dfdc
axoygtekut.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/axoygtekut.mp4,Kaggle-dfdc
axwgcsyphv.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/axwgcsyphv.mp4,Kaggle-dfdc
axwovszumc.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/axwovszumc.mp4,Kaggle-dfdc
axzjovaktp.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/axzjovaktp.mp4,Kaggle-dfdc
aybgughjxh.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/aybgughjxh.mp4,Kaggle-dfdc
aybumesmpk.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/aybumesmpk.mp4,Kaggle-dfdc
aylqthgnhe.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/aylqthgnhe.mp4,Kaggle-dfdc
aymlynzeni.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/aymlynzeni.mp4,Kaggle-dfdc
ayqvfdhslr.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/ayqvfdhslr.mp4,Kaggle-dfdc
aytzyidmgs.mp4,REAL,../datasets/Kaggle-dfdc/train_sample_videos/aytzyidmgs.mp4,Kaggle-dfdc
azpuxunqyo.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/azpuxunqyo.mp4,Kaggle-dfdc
azsmewqghg.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/azsmewqghg.mp4,Kaggle-dfdc
bahdpoesir.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/bahdpoesir.mp4,Kaggle-dfdc
baiyzipjbr.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/baiyzipjbr.mp4,Kaggle-dfdc
basjckrjdf.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/basjckrjdf.mp4,Kaggle-dfdc
bateuibxti.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/bateuibxti.mp4,Kaggle-dfdc
bbhkszzsei.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/bbhkszzsei.mp4,Kaggle-dfdc
bbhpvrmbse.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/bbhpvrmbse.mp4,Kaggle-dfdc
bbhtdfuqxq.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/bbhtdfuqxq.mp4,Kaggle-dfdc
bbnesewcot.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/bbnesewcot.mp4,Kaggle-dfdc
bbvgxeczei.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/bbvgxeczei.mp4,Kaggle-dfdc
bbwbopxbrv.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/bbwbopxbrv.mp4,Kaggle-dfdc
bbxqtnztyy.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_0/bbxqtnztyy.mp4,Kaggle-dfdc
bcavrprfct.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/bcavrprfct.mp4,Kaggle-dfdc
bcbqxhziqz.mp4,REAL,../datasets/Kaggle-dfdc/dfdc_train_part_1/bcbqxhziqz.mp4,Kaggle-dfdc
bchnbulevv.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/bchnbulevv.mp4,Kaggle-dfdc
bciuzbjoxq.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/bciuzbjoxq.mp4,Kaggle-dfdc
bctvsmddgq.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/bctvsmddgq.mp4,Kaggle-dfdc
bcunmpqmwf.mp4,FAKE,../datasets/Kaggle-dfdc/dfdc_train_part_1/bcunmpqmwf.mp4,Kaggle-dfdc
bdbhekrrwo.mp4,FAKE,../datasets/Kaggle-dfdc/train_sample_videos/bdbhekrrwo.mp4,Kaggle-dfdc
